accession_id,mirna_name,gene_name,mirtarbase,correlation,pvalue,qvalue
MIMAT0000065,hsa-let-7d-5p,COL4A1,,-0.22346690742412662,0.00707476503842685,0.11825456835850384
MIMAT0000065,hsa-let-7d-5p,ZNF282,,-0.08780470866032362,0.17013594686626288,0.5283479071442984
MIMAT0000065,hsa-let-7d-5p,SALL4,,-0.0892770331273005,0.16610240559142747,0.5229634395681767
MIMAT0000065,hsa-let-7d-5p,PKN2,,-0.11741787624140565,0.10076434433294214,0.41582049837946045
MIMAT0000065,hsa-let-7d-5p,PRKAR2A,,-0.09508993680116673,0.15077897028319118,0.5008810963922131
MIMAT0000065,hsa-let-7d-5p,HMGA2,MIRT002005,-0.190646014351964,0.018501391828026383,0.1871082247024909
MIMAT0000065,hsa-let-7d-5p,ADRB2,,-0.14186773711344583,0.06109511851826554,0.329287672988345
MIMAT0000065,hsa-let-7d-5p,COL1A1,,-0.15071879991666084,0.050174805292183995,0.29863330332137095
MIMAT0000065,hsa-let-7d-5p,ITGB3,,-0.16762969650670181,0.03362176065852935,0.2458116117295573
MIMAT0000065,hsa-let-7d-5p,GRIN2B,,-0.008823183122067754,0.46190192857824053,0.8221257982828644
MIMAT0000065,hsa-let-7d-5p,HTR1E,,-0.053685877779654056,0.2801607787424444,0.665232596120618
MIMAT0000065,hsa-let-7d-5p,GDF6,,0.004139183518277505,0.5178937684002397,0.8635299799726327
MIMAT0000065,hsa-let-7d-5p,ZNF740,,0.04291270227099103,0.6791700472705331,0.9580193132351325
MIMAT0000065,hsa-let-7d-5p,PLCXD3,,-0.021348311067269213,0.40848742217457934,0.7820414194338382
MIMAT0000065,hsa-let-7d-5p,EDA,,-0.15150357663726646,0.049285955872458605,0.2958235190717668
MIMAT0000065,hsa-let-7d-5p,MFAP3L,,-0.0698520730606292,0.22419298747063177,0.6023391561665401
MIMAT0000065,hsa-let-7d-5p,ACER2,MIRT324730,-0.1461698729078408,0.05557790687814786,0.31440089907968416
MIMAT0000065,hsa-let-7d-5p,NAA30,MIRT191403,-0.13058545732342522,0.07756912359933078,0.3680837477531269
